study	parser_status	functional_outcome	generated	cached	skipped	failed	started_utc	completed_utc	warnings	error
2024_sternes_frontmicrobiol_IBDppiqPCR	success	completed	1	2	0	0	2026-07-21 19:46:39 UTC	2026-07-21 19:48:39 UTC		
