output_name	study	status	data_source	data_directory	runtime_seconds	warnings	error
2019_contijoch_elife_multispeciesqPCRshotgunandamplicon	2019_contijoch_elife_multispeciesqPCRshotgunandamplicon	success	local	/work/studies/2019_contijoch_elife_multispeciesqPCRshotgunandamplicon	6.073		
