study	parser_status	functional_outcome	generated	cached	skipped	failed	started_utc	completed_utc	warnings	error
2019_vieirasilva_naturemicrobiology_pscibd	success	completed	1	0	1	0	2026-07-18 15:49:29 UTC	2026-07-18 15:49:34 UTC	Not deleting session-wide tempdir(): /tmp/RtmpGnkfoH	
