study	parser_status	functional_outcome	generated	cached	skipped	failed	started_utc	completed_utc	warnings	error
2019_contijoch_elife_multispeciesqPCRshotgunandamplicon	success	completed	1	2	1	0	2026-07-21 05:55:40 UTC	2026-07-21 05:56:37 UTC		
