study	parser_status	functional_outcome	generated	cached	skipped	failed	started_utc	completed_utc	warnings	error
2024_caenepeel_gastroenterology_IBD_CD_flow	success	completed	3	0	0	0	2026-07-18 15:50:47 UTC	2026-07-18 17:32:09 UTC		
