study	parser_status	functional_outcome	generated	cached	skipped	failed	started_utc	completed_utc	warnings	error
2017_vandeputte_nature_flow	success	completed	5	0	0	0	2026-07-18 15:03:25 UTC	2026-07-18 15:48:43 UTC		
