output_name	study	status	data_source	data_directory	runtime_seconds	warnings	error
2024_sternes_frontmicrobiol_IBDppiqPCR	2024_sternes_frontmicrobiol_IBDppiqPCR	success	local	/work/studies/2024_sternes_frontmicrobiol_IBDppiqPCR	10.942		
