output_name	study	status	data_source	data_directory	runtime_seconds	warnings	error
2024_caenepeel_gastroenterology_IBD_CD_flow	2024_caenepeel_gastroenterology_IBD_CD_flow	success	local	/work/studies/2024_caenepeel_gastroenterology_IBD_CD_flow	3.979		
